iron_ore_price,X,year,month,week_day,weeknum
132.79,20131220,2013,12,5,51
132.94,20131223,2013,12,1,51
132.49,20131224,2013,12,2,52
132.43,20131225,2013,12,3,52
132.68,20131226,2013,12,4,52
132.92,20131227,2013,12,5,52
133.33,20131230,2013,12,1,52
134.69,20131231,2013,12,2,53
134.89,20140102,2014,1,4,1
135.27,20140103,2014,1,5,1
135.1,20140106,2014,1,1,1
133.76,20140107,2014,1,2,1
131.75,20140108,2014,1,3,2
131.26,20140109,2014,1,4,2
131.05,20140110,2014,1,5,2
132.82,20140113,2014,1,1,2
131.06,20140114,2014,1,2,2
129.52,20140115,2014,1,3,3
127.72,20140116,2014,1,4,3
130.47,20140117,2014,1,5,3
128.79,20140120,2014,1,1,3
124.12,20140121,2014,1,2,3
122.46,20140122,2014,1,3,4
124.61,20140123,2014,1,4,4
124.29,20140124,2014,1,5,4
124.48,20140127,2014,1,1,4
123.57,20140128,2014,1,2,4
123.32,20140129,2014,1,3,5
123.02,20140130,2014,1,4,5
123.02,20140203,2014,2,1,5
123.02,20140204,2014,2,2,5
122.94,20140205,2014,2,3,6
122.08,20140206,2014,2,4,6
121.19,20140207,2014,2,5,6
121.07,20140210,2014,2,1,6
120.79,20140211,2014,2,2,6
121.56,20140212,2014,2,3,7
122.47,20140213,2014,2,4,7
121.93,20140214,2014,2,5,7
124.69,20140217,2014,2,1,7
124.1,20140218,2014,2,2,7
123.93,20140219,2014,2,3,8
122.61,20140220,2014,2,4,8
122.14,20140221,2014,2,5,8
120.61,20140224,2014,2,1,8
116.62,20140225,2014,2,2,8
117.33,20140226,2014,2,3,9
117.87,20140227,2014,2,4,9
118.14,20140228,2014,2,5,9
118.06,20140303,2014,3,1,9
115.15,20140304,2014,3,2,9
115.28,20140305,2014,3,3,10
116.44,20140306,2014,3,4,10
113.59,20140307,2014,3,5,10
103.99,20140310,2014,3,1,10
105.97,20140311,2014,3,2,10
107.94,20140312,2014,3,3,11
111.58,20140313,2014,3,4,11
109.66,20140314,2014,3,5,11
109.58,20140317,2014,3,1,11
109.9,20140319,2014,3,3,12
109.88,20140320,2014,3,4,12
110.14,20140321,2014,3,5,12
110.92,20140324,2014,3,1,12
112.11,20140325,2014,3,2,12
111.29,20140326,2014,3,3,13
112.88,20140327,2014,3,4,13
112.76,20140328,2014,3,5,13
116.64,20140331,2014,3,1,13
117.76,20140401,2014,4,2,13
115.8,20140402,2014,4,3,14
115.75,20140403,2014,4,4,14
116.7,20140404,2014,4,5,14
117.02,20140407,2014,4,1,14
119.26,20140408,2014,4,2,14
119.82,20140409,2014,4,3,15
118.73,20140410,2014,4,4,15
117.37,20140411,2014,4,5,15
117.74,20140414,2014,4,1,15
117.18,20140415,2014,4,2,15
117.16,20140417,2014,4,4,16
113.75,20140421,2014,4,1,16
111.28,20140422,2014,4,2,16
113.31,20140423,2014,4,3,17
113.58,20140424,2014,4,4,17
111.54,20140425,2014,4,5,17
108.17,20140428,2014,4,1,17
108.84,20140429,2014,4,2,17
105.9,20140430,2014,4,3,18
106.82,20140502,2014,5,5,18
106.33,20140505,2014,5,1,18
106.29,20140506,2014,5,2,18
106.26,20140507,2014,5,3,19
105.24,20140508,2014,5,4,19
103.03,20140509,2014,5,5,19
102.76,20140512,2014,5,1,19
103.27,20140514,2014,5,3,20
103.81,20140515,2014,5,4,20
100.74,20140516,2014,5,5,20
98.83,20140519,2014,5,1,20
98.18,20140520,2014,5,2,20
98.89,20140521,2014,5,3,21
98.9,20140522,2014,5,4,21
98.29,20140523,2014,5,5,21
98.8,20140526,2014,5,1,21
98.95,20140527,2014,5,2,21
97.84,20140528,2014,5,3,22
97.29,20140529,2014,5,4,22
91.33,20140530,2014,5,5,22
92.58,20140602,2014,6,1,22
92.68,20140603,2014,6,2,22
94.84,20140604,2014,6,3,23
93.79,20140605,2014,6,4,23
94.27,20140606,2014,6,5,23
94.46,20140609,2014,6,1,23
93.51,20140610,2014,6,2,23
94.02,20140611,2014,6,3,24
91.17,20140612,2014,6,4,24
90.81,20140613,2014,6,5,24
89.48,20140616,2014,6,1,24
89.98,20140617,2014,6,2,24
91.28,20140618,2014,6,3,25
91.23,20140619,2014,6,4,25
92.13,20140620,2014,6,5,25
93.74,20140623,2014,6,1,25
92.97,20140624,2014,6,2,25
94.19,20140625,2014,6,3,26
95.72,20140626,2014,6,4,26
95.81,20140627,2014,6,5,26
94.02,20140630,2014,6,1,26
93.77,20140701,2014,7,2,26
95.33,20140702,2014,7,3,27
96.33,20140703,2014,7,4,27
96.11,20140704,2014,7,5,27
95.26,20140707,2014,7,1,27
96.51,20140708,2014,7,2,27
96.47,20140709,2014,7,3,28
96.55,20140710,2014,7,4,28
96.92,20140711,2014,7,5,28
97.67,20140714,2014,7,1,28
97.89,20140715,2014,7,2,28
98.35,20140716,2014,7,3,29
98.1,20140717,2014,7,4,29
96.94,20140718,2014,7,5,29
95.71,20140721,2014,7,1,29
95.36,20140722,2014,7,2,29
93.99,20140723,2014,7,3,30
94.02,20140724,2014,7,4,30
94.65,20140725,2014,7,5,30
96.22,20140729,2014,7,2,30
96.1,20140730,2014,7,3,31
95.63,20140731,2014,7,4,31
95.84,20140801,2014,8,5,31
95.17,20140804,2014,8,1,31
95.73,20140805,2014,8,2,31
96.18,20140806,2014,8,3,32
95.4,20140807,2014,8,4,32
94.99,20140808,2014,8,5,32
95.22,20140811,2014,8,1,32
94.24,20140812,2014,8,2,32
93.59,20140813,2014,8,3,33
93.97,20140814,2014,8,4,33
93.98,20140815,2014,8,5,33
93.35,20140818,2014,8,1,33
93.03,20140819,2014,8,2,33
92.38,20140820,2014,8,3,34
91.77,20140821,2014,8,4,34
90.34,20140822,2014,8,5,34
90.07,20140825,2014,8,1,34
89.02,20140826,2014,8,2,34
88.29,20140827,2014,8,3,35
87.7,20140828,2014,8,4,35
87.62,20140829,2014,8,5,35
87.79,20140901,2014,9,1,35
87.4,20140902,2014,9,2,35
86.09,20140903,2014,9,3,36
85.24,20140904,2014,9,4,36
83.8,20140905,2014,9,5,36
83.98,20140908,2014,9,1,36
83.5,20140909,2014,9,2,36
82.22,20140910,2014,9,3,37
82.64,20140911,2014,9,4,37
82.38,20140912,2014,9,5,37
85.58,20140915,2014,9,1,37
85.06,20140916,2014,9,2,37
84.48,20140917,2014,9,3,38
83.06,20140918,2014,9,4,38
81.02,20140919,2014,9,5,38
80.1,20140922,2014,9,1,38
79.69,20140923,2014,9,2,38
79.9,20140924,2014,9,3,39
78.63,20140925,2014,9,4,39
78.68,20140926,2014,9,5,39
77.97,20140929,2014,9,1,39
78.05,20140930,2014,9,2,39
78.89,20141001,2014,10,3,40
79.6,20141002,2014,10,4,40
79.6,20141003,2014,10,5,40
80.42,20141007,2014,10,2,40
80.18,20141008,2014,10,3,41
78.88,20141009,2014,10,4,41
80.24,20141010,2014,10,5,41
84.17,20141013,2014,10,1,41
83.82,20141014,2014,10,2,41
82.55,20141015,2014,10,3,42
80.32,20141016,2014,10,4,42
80.82,20141017,2014,10,5,42
81.6,20141020,2014,10,1,42
81.83,20141021,2014,10,2,42
80.29,20141023,2014,10,4,43
80.48,20141024,2014,10,5,43
79.52,20141027,2014,10,1,43
79.22,20141028,2014,10,2,43
79.09,20141029,2014,10,3,44
79.82,20141030,2014,10,4,44
79.59,20141031,2014,10,5,44
78.63,20141103,2014,11,1,44
78.01,20141104,2014,11,2,44
76.46,20141105,2014,11,3,45
75.38,20141106,2014,11,4,45
75.84,20141107,2014,11,5,45
75.8,20141110,2014,11,1,45
75.87,20141111,2014,11,2,45
76.2,20141112,2014,11,3,46
75.98,20141113,2014,11,4,46
75.47,20141114,2014,11,5,46
75.08,20141117,2014,11,1,46
71.8,20141118,2014,11,2,46
70.2,20141119,2014,11,3,47
70.97,20141120,2014,11,4,47
70.31,20141121,2014,11,5,47
70.42,20141124,2014,11,1,47
69.58,20141125,2014,11,2,47
68.49,20141126,2014,11,3,48
69.98,20141127,2014,11,4,48
71.32,20141128,2014,11,5,48
71.11,20141201,2014,12,1,48
70.67,20141202,2014,12,2,48
69.25,20141203,2014,12,3,49
71.25,20141204,2014,12,4,49
71.77,20141205,2014,12,5,49
69.8,20141208,2014,12,1,49
69.06,20141209,2014,12,2,49
69.14,20141210,2014,12,3,50
69.37,20141211,2014,12,4,50
68.99,20141212,2014,12,5,50
69.06,20141215,2014,12,1,50
68.58,20141216,2014,12,2,50
68.05,20141217,2014,12,3,51
68.42,20141218,2014,12,4,51
69.17,20141219,2014,12,5,51
67.9,20141222,2014,12,1,51
66.84,20141223,2014,12,2,51
66.94,20141224,2014,12,3,52
67.34,20141226,2014,12,5,52
68.71,20141229,2014,12,1,52
71.15,20141230,2014,12,2,52
71.26,20141231,2014,12,3,53
71.26,20150102,2015,1,5,1
70.87,20150105,2015,1,1,1
71.49,20150106,2015,1,2,1
70.96,20150107,2015,1,3,1
71.36,20150108,2015,1,4,2
71.18,20150109,2015,1,5,2
70.3,20150112,2015,1,1,2
68.74,20150113,2015,1,2,2
68.3,20150114,2015,1,3,2
68.63,20150115,2015,1,4,3
68.61,20150116,2015,1,5,3
68.09,20150119,2015,1,1,3
68.16,20150120,2015,1,2,3
67.81,20150121,2015,1,3,3
66.79,20150122,2015,1,4,4
66.42,20150123,2015,1,5,4
63.54,20150126,2015,1,1,4
63.5,20150127,2015,1,2,4
63.09,20150128,2015,1,3,4
63.27,20150129,2015,1,4,5
62.21,20150130,2015,1,5,5
62.45,20150202,2015,2,1,5
63.18,20150203,2015,2,2,5
62.58,20150204,2015,2,3,5
61.64,20150205,2015,2,4,6
62.49,20150206,2015,2,5,6
61.2,20150209,2015,2,1,6
62.38,20150210,2015,2,2,6
62.18,20150211,2015,2,3,6
62.27,20150212,2015,2,4,7
63.19,20150213,2015,2,5,7
65.28,20150216,2015,2,1,7
63.02,20150217,2015,2,2,7
63.44,20150218,2015,2,3,7
63.44,20150223,2015,2,1,8
64.01,20150224,2015,2,2,8
62.94,20150225,2015,2,3,8
62.37,20150226,2015,2,4,9
62.56,20150227,2015,2,5,9
62.83,20150302,2015,3,1,9
62.24,20150303,2015,3,2,9
61.94,20150304,2015,3,3,9
59.73,20150305,2015,3,4,10
59.49,20150306,2015,3,5,10
58.58,20150309,2015,3,1,10
58.15,20150310,2015,3,2,10
57.61,20150311,2015,3,3,10
57.97,20150312,2015,3,4,11
57.66,20150313,2015,3,5,11
58.9,20150316,2015,3,1,11
56.95,20150317,2015,3,2,11
55.48,20150318,2015,3,3,11
55,20150319,2015,3,4,12
54.66,20150320,2015,3,5,12
54.81,20150323,2015,3,1,12
55.86,20150324,2015,3,2,12
55.81,20150325,2015,3,3,12
55.36,20150326,2015,3,4,13
53.14,20150327,2015,3,5,13
52.69,20150330,2015,3,1,13
51.35,20150331,2015,3,2,13
49.53,20150401,2015,4,3,13
47.08,20150402,2015,4,4,14
47.08,20150406,2015,4,1,14
48.06,20150407,2015,4,2,14
48.05,20150408,2015,4,3,14
48.34,20150409,2015,4,4,15
47.53,20150410,2015,4,5,15
48.82,20150413,2015,4,1,15
50.78,20150414,2015,4,2,15
50.33,20150415,2015,4,3,15
49.78,20150416,2015,4,4,16
50.93,20150417,2015,4,5,16
51.57,20150420,2015,4,1,16
51.04,20150421,2015,4,2,16
54.04,20150422,2015,4,3,16
54.82,20150423,2015,4,4,17
57.81,20150424,2015,4,5,17
59.09,20150427,2015,4,1,17
59.88,20150428,2015,4,2,17
57.13,20150429,2015,4,3,17
56.18,20150430,2015,4,4,18
57.55,20150504,2015,5,1,18
58.7,20150505,2015,5,2,18
60.89,20150506,2015,5,3,18
60.36,20150507,2015,5,4,19
61.4,20150508,2015,5,5,19
63.02,20150511,2015,5,1,19
62.88,20150512,2015,5,2,19
62.58,20150513,2015,5,3,19
62.3,20150514,2015,5,4,20
61.31,20150515,2015,5,5,20
60.65,20150518,2015,5,1,20
58.53,20150519,2015,5,2,20
57.12,20150520,2015,5,3,20
57.91,20150521,2015,5,4,21
59.96,20150522,2015,5,5,21
61.18,20150525,2015,5,1,21
62.78,20150526,2015,5,2,21
63.1,20150527,2015,5,3,21
62.33,20150528,2015,5,4,22
61.85,20150529,2015,5,5,22
63.02,20150602,2015,6,2,22
63.33,20150603,2015,6,3,22
64.77,20150604,2015,6,4,23
64.45,20150605,2015,6,5,23
64.34,20150608,2015,6,1,23
64.27,20150609,2015,6,2,23
65.39,20150610,2015,6,3,23
65.61,20150611,2015,6,4,24
65.13,20150612,2015,6,5,24
64.25,20150615,2015,6,1,24
62.91,20150616,2015,6,2,24
61.51,20150617,2015,6,3,24
61.77,20150618,2015,6,4,25
61.36,20150619,2015,6,5,25
60.02,20150622,2015,6,1,25
61.34,20150623,2015,6,2,25
62.53,20150624,2015,6,3,25
62.19,20150625,2015,6,4,26
62.01,20150626,2015,6,5,26
61.29,20150629,2015,6,1,26
59.35,20150630,2015,6,2,26
59.2,20150701,2015,7,3,26
55.63,20150702,2015,7,4,27
55.26,20150703,2015,7,5,27
52.28,20150706,2015,7,1,27
49.6,20150707,2015,7,2,27
44.59,20150708,2015,7,3,27
48.99,20150709,2015,7,4,28
50.1,20150710,2015,7,5,28
50.3,20150713,2015,7,1,28
50.06,20150714,2015,7,2,28
50.55,20150715,2015,7,3,28
50.66,20150716,2015,7,4,29
52.39,20150720,2015,7,1,29
52.1,20150721,2015,7,2,29
51.76,20150722,2015,7,3,29
51.72,20150723,2015,7,4,30
51.42,20150724,2015,7,5,30
52.35,20150727,2015,7,1,30
53.45,20150728,2015,7,2,30
55.89,20150729,2015,7,3,30
55.64,20150730,2015,7,4,31
53.41,20150731,2015,7,5,31
55.63,20150803,2015,8,1,31
55.29,20150804,2015,8,2,31
56.78,20150805,2015,8,3,31
56.4,20150806,2015,8,4,32
56.22,20150811,2015,8,2,32
56.31,20150812,2015,8,3,32
57.02,20150813,2015,8,4,33
56.74,20150814,2015,8,5,33
56.66,20150817,2015,8,1,33
56.92,20150818,2015,8,2,33
56.41,20150819,2015,8,3,33
55.84,20150820,2015,8,4,34
56.1,20150821,2015,8,5,34
53.28,20150824,2015,8,1,34
53.45,20150825,2015,8,2,34
53.67,20150826,2015,8,3,34
53.93,20150827,2015,8,4,35
56.04,20150828,2015,8,5,35
56.21,20150831,2015,8,1,35
56.59,20150901,2015,9,2,35
56.7,20150902,2015,9,3,35
56.5,20150903,2015,9,4,36
56.5,20150904,2015,9,5,36
56.85,20150907,2015,9,1,36
57.42,20150908,2015,9,2,36
58.18,20150909,2015,9,3,36
59.01,20150910,2015,9,4,37
58.1,20150914,2015,9,1,37
57.28,20150915,2015,9,2,37
57.21,20150916,2015,9,3,37
57.37,20150917,2015,9,4,38
57.69,20150918,2015,9,5,38
57.3,20150921,2015,9,1,38
56.21,20150922,2015,9,2,38
55.3,20150923,2015,9,3,38
56.98,20150925,2015,9,5,39
56.86,20150928,2015,9,1,39
56.05,20150929,2015,9,2,39
56.32,20150930,2015,9,3,39
56.04,20151001,2015,10,4,40
53.14,20151002,2015,10,5,40
53.14,20151005,2015,10,1,40
53.14,20151006,2015,10,2,40
53.14,20151007,2015,10,3,40
55.97,20151008,2015,10,4,41
56.01,20151009,2015,10,5,41
56.61,20151012,2015,10,1,41
54.97,20151013,2015,10,2,41
55.12,20151014,2015,10,3,41
53.74,20151015,2015,10,4,42
53.76,20151016,2015,10,5,42
53.3,20151019,2015,10,1,42
52.93,20151020,2015,10,2,42
52.79,20151021,2015,10,3,42
52.18,20151022,2015,10,4,43
51.62,20151023,2015,10,5,43
51.03,20151026,2015,10,1,43
51.5,20151027,2015,10,2,43
49.95,20151028,2015,10,3,43
49.65,20151029,2015,10,4,44
49.83,20151030,2015,10,5,44
49.5,20151102,2015,11,1,44
49.11,20151103,2015,11,2,44
49.18,20151104,2015,11,3,44
48.71,20151105,2015,11,4,45
48.21,20151106,2015,11,5,45
48.24,20151109,2015,11,1,45
48.58,20151111,2015,11,3,45
47.81,20151112,2015,11,4,46
48.14,20151113,2015,11,5,46
47.74,20151116,2015,11,1,46
45.58,20151117,2015,11,2,46
46.35,20151118,2015,11,3,46
45.44,20151119,2015,11,4,47
44.91,20151120,2015,11,5,47
44.75,20151123,2015,11,1,47
43.89,20151124,2015,11,2,47
44.07,20151125,2015,11,3,47
43.98,20151126,2015,11,4,48
44.5,20151127,2015,11,5,48
42.97,20151130,2015,11,1,48
42.24,20151201,2015,12,2,48
41.13,20151202,2015,12,3,48
40.75,20151203,2015,12,4,49
40.03,20151204,2015,12,5,49
39.06,20151207,2015,12,1,49
38.65,20151208,2015,12,2,49
39.08,20151209,2015,12,3,49
38.52,20151210,2015,12,4,50
38.3,20151211,2015,12,5,50
39.06,20151214,2015,12,1,50
39.36,20151215,2015,12,2,50
39.18,20151216,2015,12,3,50
39.43,20151217,2015,12,4,51
40.1,20151218,2015,12,5,51
40.46,20151221,2015,12,1,51
40.8,20151222,2015,12,2,51
40.82,20151223,2015,12,3,51
41,20151224,2015,12,4,52
41.3,20151228,2015,12,1,52
42.31,20151229,2015,12,2,52
43.42,20151230,2015,12,3,52
43.57,20151231,2015,12,4,53
44.37,20160104,2016,1,1,1
43.11,20160105,2016,1,2,1
42.91,20160106,2016,1,3,1
42.65,20160107,2016,1,4,1
42.13,20160108,2016,1,5,2
41.31,20160111,2016,1,1,2
41.19,20160112,2016,1,2,2
39.51,20160113,2016,1,3,2
40.22,20160114,2016,1,4,2
41.12,20160115,2016,1,5,3
42.66,20160118,2016,1,1,3
42.78,20160119,2016,1,2,3
41.61,20160120,2016,1,3,3
41.29,20160121,2016,1,4,3
42.2,20160122,2016,1,5,4
41.57,20160125,2016,1,1,4
41.08,20160126,2016,1,2,4
42.43,20160127,2016,1,3,4
41.92,20160128,2016,1,4,4
41.72,20160129,2016,1,5,5
43.02,20160201,2016,2,1,5
43.84,20160202,2016,2,2,5
44.63,20160203,2016,2,3,5
45.52,20160204,2016,2,4,5
45.73,20160205,2016,2,5,6
45.73,20160210,2016,2,3,6
45.73,20160211,2016,2,4,6
45.73,20160212,2016,2,5,7
46.26,20160215,2016,2,1,7
46.78,20160216,2016,2,2,7
46.35,20160217,2016,2,3,7
47.14,20160218,2016,2,4,7
48.52,20160219,2016,2,5,8
51.52,20160222,2016,2,1,8
51.6,20160223,2016,2,2,8
51.64,20160224,2016,2,3,8
49.75,20160225,2016,2,4,8
48.29,20160226,2016,2,5,9
49.62,20160229,2016,2,1,9
51.44,20160301,2016,3,2,9
52.5,20160302,2016,3,3,9
51.2,20160303,2016,3,4,9
53.75,20160304,2016,3,5,10
63.74,20160307,2016,3,1,10
63.63,20160308,2016,3,2,10
58.02,20160309,2016,3,3,10
57.92,20160310,2016,3,4,10
57.09,20160311,2016,3,5,11
55.55,20160314,2016,3,1,11
52.88,20160315,2016,3,2,11
53.57,20160316,2016,3,3,11
56.09,20160317,2016,3,4,11
57.5,20160318,2016,3,5,12
58.82,20160321,2016,3,1,12
58.36,20160322,2016,3,2,12
57.87,20160323,2016,3,3,12
56.37,20160324,2016,3,4,12
55.76,20160328,2016,3,1,13
55.11,20160329,2016,3,2,13
54.18,20160330,2016,3,3,13
53.75,20160331,2016,3,4,13
54.8,20160401,2016,4,5,14
54.8,20160404,2016,4,1,14
54.75,20160405,2016,4,2,14
54.57,20160406,2016,4,3,14
54.7,20160407,2016,4,4,14
54.03,20160408,2016,4,5,15
56.62,20160411,2016,4,1,15
59.22,20160412,2016,4,2,15
60.48,20160413,2016,4,3,15
59.38,20160414,2016,4,4,15
58.28,20160415,2016,4,5,16
60.36,20160418,2016,4,1,16
62.85,20160419,2016,4,2,16
64.77,20160420,2016,4,3,16
70.46,20160421,2016,4,4,16
66.33,20160422,2016,4,5,17
66.07,20160425,2016,4,1,17
62.78,20160426,2016,4,2,17
61.09,20160427,2016,4,3,17
62.9,20160428,2016,4,4,17
66.24,20160429,2016,4,5,18
63.41,20160503,2016,5,2,18
60.09,20160504,2016,5,3,18
60.25,20160505,2016,5,4,18
58.29,20160506,2016,5,5,19
54.99,20160509,2016,5,1,19
55.26,20160510,2016,5,2,19
55.57,20160511,2016,5,3,19
55.05,20160512,2016,5,4,19
54.54,20160513,2016,5,5,20
54.34,20160516,2016,5,1,20
55.78,20160517,2016,5,2,20
56.78,20160518,2016,5,3,20
53.47,20160519,2016,5,4,20
54.89,20160520,2016,5,5,21
51.22,20160523,2016,5,1,21
51.36,20160524,2016,5,2,21
50.41,20160525,2016,5,3,21
49.48,20160526,2016,5,4,21
51.15,20160527,2016,5,5,22
50.27,20160530,2016,5,1,22
50.15,20160531,2016,5,2,22
48.4,20160601,2016,6,3,22
48.18,20160602,2016,6,4,22
50.08,20160603,2016,6,5,23
51.11,20160606,2016,6,1,23
52.54,20160607,2016,6,2,23
52.56,20160608,2016,6,3,23
52.56,20160609,2016,6,4,23
52.56,20160610,2016,6,5,24
52.91,20160613,2016,6,1,24
50.57,20160614,2016,6,2,24
50.65,20160615,2016,6,3,24
50.7,20160616,2016,6,4,24
51.05,20160617,2016,6,5,25
51.06,20160620,2016,6,1,25
50.87,20160621,2016,6,2,25
52.29,20160622,2016,6,3,25
51.89,20160623,2016,6,4,25
50.61,20160624,2016,6,5,26
53.86,20160627,2016,6,1,26
53.65,20160628,2016,6,2,26
53.89,20160629,2016,6,3,26
55.66,20160630,2016,6,4,26
54.33,20160701,2016,7,5,27
56.22,20160704,2016,7,1,27
55.93,20160705,2016,7,2,27
55.93,20160706,2016,7,3,27
55.07,20160707,2016,7,4,27
55.17,20160708,2016,7,5,28
55.68,20160711,2016,7,1,28
59.38,20160712,2016,7,2,28
59.15,20160713,2016,7,3,28
58.47,20160714,2016,7,4,28
58.42,20160715,2016,7,5,29
56.86,20160718,2016,7,1,29
56.02,20160719,2016,7,2,29
55.75,20160720,2016,7,3,29
57.17,20160721,2016,7,4,29
55.87,20160722,2016,7,5,30
56.86,20160725,2016,7,1,30
58.08,20160726,2016,7,2,30
58.63,20160727,2016,7,3,30
60.7,20160728,2016,7,4,30
59.37,20160729,2016,7,5,31
62.27,20160801,2016,8,1,31
61.94,20160802,2016,8,2,31
61.67,20160803,2016,8,3,31
59.5,20160804,2016,8,4,31
60.74,20160805,2016,8,5,32
61.56,20160808,2016,8,1,32
60.58,20160810,2016,8,3,32
59.36,20160811,2016,8,4,32
60.37,20160812,2016,8,5,33
60.22,20160815,2016,8,1,33
62.03,20160816,2016,8,2,33
60.87,20160817,2016,8,3,33
60.71,20160818,2016,8,4,33
60.95,20160819,2016,8,5,34
61.23,20160822,2016,8,1,34
61.75,20160823,2016,8,2,34
61.7,20160824,2016,8,3,34
61.44,20160825,2016,8,4,34
59.13,20160826,2016,8,5,35
59.14,20160829,2016,8,1,35
59.31,20160830,2016,8,2,35
58.97,20160831,2016,8,3,35
58.86,20160901,2016,9,4,35
59.39,20160902,2016,9,5,36
59.24,20160905,2016,9,1,36
59.16,20160906,2016,9,2,36
58.46,20160907,2016,9,3,36
58.14,20160908,2016,9,4,36
57.78,20160909,2016,9,5,37
56.09,20160913,2016,9,2,37
55.97,20160914,2016,9,3,37
55.97,20160915,2016,9,4,37
55.97,20160916,2016,9,5,38
55.68,20160919,2016,9,1,38
55.77,20160920,2016,9,2,38
55.87,20160921,2016,9,3,38
56.34,20160922,2016,9,4,38
56.79,20160923,2016,9,5,39
56.77,20160926,2016,9,1,39
56.63,20160927,2016,9,2,39
56.48,20160928,2016,9,3,39
56.68,20160929,2016,9,4,39
55.86,20160930,2016,9,5,40
55.86,20161003,2016,10,1,40
55.86,20161004,2016,10,2,40
55.86,20161005,2016,10,3,40
55.86,20161006,2016,10,4,40
55.86,20161007,2016,10,5,41
56.65,20161010,2016,10,1,41
57.68,20161011,2016,10,2,41
57.16,20161012,2016,10,3,41
56.67,20161013,2016,10,4,41
57.28,20161014,2016,10,5,42
58.38,20161017,2016,10,1,42
58.41,20161018,2016,10,2,42
58.37,20161019,2016,10,3,42
58.85,20161020,2016,10,4,42
58.72,20161021,2016,10,5,43
59.28,20161024,2016,10,1,43
61.96,20161025,2016,10,2,43
63.07,20161026,2016,10,3,43
63.04,20161027,2016,10,4,43
63.96,20161028,2016,10,5,44
64.38,20161031,2016,10,1,44
65.33,20161101,2016,11,2,44
65.31,20161102,2016,11,3,44
65.46,20161103,2016,11,4,44
65,20161104,2016,11,5,45
67.43,20161107,2016,11,1,45
68.3,20161108,2016,11,2,45
70.98,20161109,2016,11,3,45
74.12,20161110,2016,11,4,45
79.81,20161111,2016,11,5,46
77.77,20161114,2016,11,1,46
72.68,20161115,2016,11,2,46
72.42,20161116,2016,11,3,46
73.55,20161117,2016,11,4,46
72.79,20161118,2016,11,5,47
70.34,20161121,2016,11,1,47
74.9,20161122,2016,11,2,47
75.87,20161123,2016,11,3,47
76.93,20161124,2016,11,4,47
79.61,20161125,2016,11,5,48
80.83,20161128,2016,11,1,48
77.3,20161129,2016,11,2,48
72.08,20161130,2016,11,3,48
78.36,20161201,2016,12,4,48
77.79,20161202,2016,12,5,49
78.62,20161205,2016,12,1,49
79.73,20161206,2016,12,2,49
82.25,20161207,2016,12,3,49
81.78,20161208,2016,12,4,49
81.66,20161209,2016,12,5,50
83.58,20161212,2016,12,1,50
83.42,20161213,2016,12,2,50
79.18,20161214,2016,12,3,50
81.5,20161215,2016,12,4,50
81.49,20161216,2016,12,5,51
81.22,20161219,2016,12,1,51
79.62,20161220,2016,12,2,51
79.19,20161221,2016,12,3,51
76.15,20161222,2016,12,4,51
78.14,20161223,2016,12,5,52
79.42,20161227,2016,12,2,52
80.68,20161228,2016,12,3,52
80.43,20161229,2016,12,4,52
78.87,20161230,2016,12,5,53
77.91,20170103,2017,1,2,1
77.25,20170104,2017,1,3,1
78.93,20170105,2017,1,4,1
76.25,20170106,2017,1,5,1
77.73,20170109,2017,1,1,2
79.43,20170110,2017,1,2,2
80.41,20170111,2017,1,3,2
80.99,20170112,2017,1,4,2
80.54,20170113,2017,1,5,2
83.65,20170116,2017,1,1,3
81.55,20170117,2017,1,2,3
82.05,20170118,2017,1,3,3
80.99,20170119,2017,1,4,3
80.41,20170120,2017,1,5,3
81.13,20170123,2017,1,1,4
82.69,20170124,2017,1,2,4
82.49,20170125,2017,1,3,4
83.34,20170126,2017,1,4,4
83.34,20170127,2017,1,5,4
83.34,20170131,2017,1,2,5
83.34,20170201,2017,2,3,5
83.34,20170202,2017,2,4,5
82.19,20170203,2017,2,5,5
80.6,20170206,2017,2,1,6
83.29,20170207,2017,2,2,6
83.53,20170208,2017,2,3,6
83.84,20170209,2017,2,4,6
86.62,20170210,2017,2,5,6
92.23,20170213,2017,2,1,7
91.71,20170214,2017,2,2,7
91.05,20170215,2017,2,3,7
90.06,20170216,2017,2,4,7
90.37,20170217,2017,2,5,7
92.34,20170220,2017,2,1,8
94.86,20170221,2017,2,2,8
94.3,20170222,2017,2,3,8
91.34,20170223,2017,2,4,8
90.5,20170224,2017,2,5,8
92.33,20170227,2017,2,1,9
91.27,20170228,2017,2,2,9
91.26,20170301,2017,3,3,9
92.36,20170302,2017,3,4,9
91.32,20170303,2017,3,5,9
89.73,20170306,2017,3,1,10
89.8,20170307,2017,3,2,10
87.19,20170308,2017,3,3,10
86.79,20170309,2017,3,4,10
86.72,20170310,2017,3,5,10
88.26,20170313,2017,3,1,11
88.14,20170314,2017,3,2,11
90.93,20170315,2017,3,3,11
92.61,20170316,2017,3,4,11
92.34,20170317,2017,3,5,11
91.49,20170320,2017,3,1,12
87.59,20170321,2017,3,2,12
84.99,20170322,2017,3,3,12
86.36,20170323,2017,3,4,12
85.06,20170324,2017,3,5,12
81.57,20170327,2017,3,1,13
82.01,20170328,2017,3,2,13
82.25,20170329,2017,3,3,13
81.78,20170330,2017,3,4,13
80.39,20170331,2017,3,5,13
